http://microsoft.com,2454,1518.7600000063,-1,883,-1,6,2,
http://apple.com,3400,1394.9349999893,-1,490,-1,16,1,
http://www.google.com,1700,666.9399999955,-1,367,-1,7,0,
http://www.blogger.com,3218,1031.9350000063,-1,458,-1,16,2,
http://support.google.com,4272,1215.2150000038,-1,362,-1,111,0,
http://play.google.com,4016,929.7950000037,-1,293,1349,9,0,
http://docs.google.com,2771,1736.8900000001,-1,314,-1,1,0,
http://youtube.com,9296,3607.6199999952,-1,326,5510,21,0,
http://en.wikipedia.org,1838,1383.9500000031,-1,256,-1,24,0,
http://sites.google.com,2637,1467.8299999941,-1,340,-1,1,0,
http://mozilla.org,2340,1610.679999998,-1,853,-1,14,0,
http://plus.google.com,2619,1459.3049999967,-1,345,-1,1,0,
http://accounts.google.com,2487,1260.3799999924,-1,275,-1,1,0,
http://adobe.com,4448,2631.8099999917,-1,580,-1,6,3,
http://wordpress.org,2566,1058.3500000066,-1,363,-1,7,3,
http://github.com,5130,1363.48,-1,268,1363,17,6,
http://vimeo.com,29175,3056.3499999989,-1,249,3030,9,11,
http://youtu.be,8210,4341.0399999993,-1,387,5226,21,0,
http://drive.google.com,2929,1528.3849999978,-1,439,-1,7,3,
http://maps.google.com,2591,1993.6299999972,-1,1084,1993,140,0,
http://googleusercontent.com,-1,-1,-1,-1,-1,-1,-1,
http://linkedin.com,1359,1108.1399999966,-1,592,-1,6,0,
http://cloudflare.com,6847,1925.6999999925,-1,499,2997,20,0,
http://istockphoto.com,5598,1364.7650000057,-1,853,3611,13,3,
http://vk.com,5200,3878.1850000087,-1,1253,3951,9,0,
http://bp.blogspot.com,-1,-1,-1,-1,-1,-1,-1,
http://dailymotion.com,5840,4241.5400000027,-1,1252,4241,34,1,
http://line.me,9552,2331.3500000077,-1,1524,2313,2,9,
http://live.com,5520,1653.3800000034,-1,369,1653,15,5,
http://creativecommons.org,8162,1658.6700000043,-1,543,4595,17,5,
http://medium.com,3527,1296.1799999903,-1,597,-1,12,0,
http://bbc.co.uk,10295,1988.6849999893,-1,816,5850,38,0,
http://europa.eu,2952,2178.6449999927,-1,927,-1,9,0,
http://amazon.com,1015,828.720000005,-1,403,-1,2,0,
http://hugedomains.com,940,743.6949999974,-1,285,-1,5,0,
http://forbes.com,14183,719.7599999927,-1,282,1993,3,2,
http://dropbox.com,11973,2107.9650000029,-1,695,2107,19,3,
http://amazon.co.jp,7556,2007.2300000029,-1,859,2244,102,1,
http://theguardian.com,5680,1066.049999994,-1,496,1474,22,1,
http://cnn.com,24830,3874.7350000049,-1,353,3874,21,0,
http://news.google.com,9640,901.4800000004,-1,408,4610,25,5,
http://slideshare.net,4356,3120.9099999978,-1,2522,3568,3,0,
http://gstatic.com,-1,-1,-1,-1,-1,-1,-1,
http://photos.google.com,3855,1322.3549999966,-1,479,-1,21,7,
http://nytimes.com,29048,1407.2199999937,-1,281,3231,5,3,
http://google.com.br,1849,769.4300000003,-1,520,-1,7,0,
http://uol.com.br,6982,2024.4600000005,-1,900,2041,6,3,
http://fr.wikipedia.org,2249,1883.9300000109,-1,323,-1,39,0,
http://pt.wikipedia.org,1971,1181.2400000053,-1,204,-1,30,0,
http://myspace.com,30824,1663.1350000098,-1,441,5241,2,0,
http://msn.com,16696,1314.7150000004,-1,544,2012,43,1,
http://reuters.com,19417,1516.929999998,-1,530,-1,19,2,
http://facebook.com,5237,1484.5649999916,-1,316,-1,6,0,
http://google.co.uk,1940,766.9099999912,-1,516,-1,7,0,
http://whatsapp.com,3857,1663.9549999963,-1,534,1663,6,1,
http://wikimedia.org,1003,870.6650000095,-1,399,-1,11,0,
http://mediafire.com,5180,1607.2299999942,-1,391,1620,44,0,
http://washingtonpost.com,8473,1454.230000003,-1,575,2652,11,3,
http://google.de,1847,749.4099999894,-1,488,-1,7,0,
http://buydomains.com,8010,4050.5599999888,-1,847,4027,8,1,
http://mail.ru,24855,2546.8450000044,-1,1204,3034,22,0,
http://feedburner.com,3056,1691.2550000125,-1,571,-1,1,0,
http://imdb.com,6593,1840.8349999954,-1,486,4041,18,0,
http://developers.google.com,2699,2408.3350000001,-1,426,-1,5,2,
http://es.wikipedia.org,1944,1164.380000002,-1,217,-1,31,0,
http://globo.com,10568,6525.2400000027,-1,4936,7141,41,0,
http://nih.gov,3409,2066.129999992,-1,504,-1,9,1,
http://paypal.com,2880,2275.1199999911,-1,1675,-1,3,0,
http://google.es,1887,794.1699999938,-1,508,-1,7,0,
http://t.me,2978,1781.1900000088,-1,1141,-1,4,0,
http://www.yahoo.com,9300,1256.2949999992,-1,359,2955,38,1,
