http://microsoft.com,2265,1510.405,5665,670,1676,6,2,
http://apple.com,3550,1918.23,2605,449,-1,16,1,
http://www.google.com,2022,901.585,1000,527,-1,7,0,
http://www.blogger.com,3226,1355.67,3174,495,-1,16,2,
http://support.google.com,5138,1784.455,2713,337,-1,111,0,
http://play.google.com,4782,1385.69,2703,267,1960,9,0,
http://docs.google.com,3177,1556.965,2181,316,-1,1,0,
http://youtube.com,10148,2410.465,6862,342,5844,18,1,
http://en.wikipedia.org,2203,1359.06,1850,222,-1,22,0,
http://sites.google.com,2954,1559.6549999999,2296,337,-1,1,0,
http://mozilla.org,2730,1776.915,2272,814,-1,14,0,
http://plus.google.com,2942,1736.1249999999,2036,334,-1,1,0,
http://accounts.google.com,2555,1307.5549999999,1718,199,-1,1,0,
http://adobe.com,5153,3215.5,3611,560,-1,6,3,
http://wordpress.org,2605,1290.8849999999,1353,391,-1,8,3,
http://github.com,5136,1871.56,1912,272,1871,17,6,
http://vimeo.com,25838,3264.1149999999,6907,306,3264,6,21,
http://youtu.be,9538,2058.35,6414,349,5610,20,0,
http://drive.google.com,3217,1914.8700000001,2980,476,-1,7,3,
http://maps.google.com,2877,2326.8,2671,1222,2306,140,0,
http://googleusercontent.com,-1,-1,-1,-1,-1,-1,-1,
http://linkedin.com,1405,1162.5300000001,1850,503,-1,5,0,
http://cloudflare.com,9356,2070.14,3253,356,2921,20,0,
http://istockphoto.com,5408,1553.1000000001,2076,897,3716,13,3,
http://vk.com,4950,3771.0099999999,3950,971,3842,9,0,
http://bp.blogspot.com,-1,-1,-1,-1,-1,-1,-1,
http://dailymotion.com,15570,4348.0450000002,12079,1042,4325,34,1,
http://line.me,9513,2301.4600000001,8309,1360,2280,2,9,
http://live.com,5480,2022.7449999998,2836,424,2022,15,5,
http://creativecommons.org,8317,1789.945,2271,515,5265,17,5,
http://medium.com,7763,1831.565,2174,314,1831,19,4,
http://bbc.co.uk,12812,2592.9099999998,8045,797,6632,42,0,
http://europa.eu,3003,2262.655,2212,948,-1,9,0,
http://amazon.com,1111,963.4900000001,1000,419,-1,2,0,
http://hugedomains.com,963,829.9050000001,800,230,-1,5,0,
http://forbes.com,24062,1154.5149999997,8789,290,2095,5,2,
http://dropbox.com,13803,2061.115,2100,646,2061,20,3,
http://amazon.co.jp,7625,2659.705,5624,859,3276,100,1,
http://theguardian.com,8098,1355.5249999999,4582,460,1991,22,2,
http://cnn.com,26553,5338.06,9373,352,5300,10,1,
http://news.google.com,9123,1217.185,3159,434,8283,25,2,
http://slideshare.net,4544,3347.0899999998,4446,2607,3803,3,0,
http://gstatic.com,-1,-1,-1,-1,-1,-1,-1,
http://photos.google.com,3616,1616.1849999999,1645,476,-1,21,7,
http://nytimes.com,30154,1887.455,18070,289,3171,55,4,
http://google.com.br,1993,1056.1900000002,1100,482,-1,7,0,
http://uol.com.br,7518,2799.8299999999,4491,947,3131,6,2,
http://fr.wikipedia.org,2745,1942.6149999999,2084,245,-1,39,0,
http://pt.wikipedia.org,1978,1672.3800000004,1806,226,-1,29,0,
http://myspace.com,30871,1890.1450000003,6699,430,5878,3,0,
http://msn.com,16790,1947.2049999999,4514,526,2391,38,1,
http://reuters.com,-1,-1,-1,-1,-1,-1,-1,
http://facebook.com,3825,1654.0500000001,1701,380,-1,4,0,
http://google.co.uk,2053,879.3949999999,1101,475,-1,7,0,
http://whatsapp.com,3815,1630.9099999999,1656,456,1678,6,1,
http://wikimedia.org,949,922.235,1000,365,-1,11,0,
